Article,Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference,link
9,15761,CCOC(=O)c1ccc(C2=CC3=c4cc(-c5ccc(C(=O)OCC)cc5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(-c7ccc(C(=O)OCC)cc7)cc(c4c65)C4=CC(c5ccc(C(=O)OCC)cc5)=C5N=C(C(F)(F)C(F)(F)C(F)(F)F)N=C2C5C43)cc1,C1CCOC1,497,523,2.8,0.79,4.83,,,,,1260.277909,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15762,CC(C)(C)[Si](C)(C)C#CC1=CC2=c3cc(C#C[Si](C)(C)C(C)(C)C)c4nc(C(F)(F)C(F)(F)C(F)(F)F)nc5c(C#C[Si](C)(C)C(C)(C)C)cc(c3c54)C3=CC(C#C[Si](C)(C)C(C)(C)C)=C4N=C(C(F)(F)C(F)(F)C(F)(F)F)N=C1C4C32,C1CCOC1,513,523,2.1,0.35,4.96,,,,,1220.414099,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15763,C[Si](C)(C)C#CC1=CC2=c3cc(C#C[Si](C)(C)C)c4nc(C(F)(F)C(F)(F)C(F)(F)F)nc5c(C#C[Si](C)(C)C)cc(c3c54)C3=CC(C#C[Si](C)(C)C)=C4N=C(C(F)(F)C(F)(F)C(F)(F)F)N=C1C4C32,C1CCOC1,512,522,2.1,0.45,5.04,,,,,1052.226299,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15764,CC(C)[Si](C#CC1=CC2=c3cc(C#C[Si](C(C)C)(C(C)C)C(C)C)c4nc(C(F)(F)C(F)(F)C(F)(F)F)nc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)cc(c3c54)C3=CC(C#C[Si](C(C)C)(C(C)C)C(C)C)=C4N=C(C(F)(F)C(F)(F)C(F)(F)F)N=C1C4C32)(C(C)C)C(C)C,C1CCOC1,516,525,2,0.37,5.02,671.7,801.3,17.9,22.1,1388.6019,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15765,FC(F)(F)C(F)(F)C(F)(F)C1=NC2=C(c3ccc4ccc5cccc6ccc3c4c56)C=C3c4cc(-c5ccc6ccc7cccc8ccc5c6c78)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(-c7ccc8ccc9cccc%10ccc7c8c9%10)cc(c4c56)=C4C=C(c5ccc6ccc7cccc8ccc5c6c78)C(=N1)C2C34,C1CCOC1,524,,,,3.95,,,,,1468.318592,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15766,FC(F)(F)C(F)(F)C(F)(F)C1=NC2=C(c3ccc4ccc5cccc6ccc3c4c56)C=C3c4cc(-c5ccc6ccc7cccc8ccc5c6c78)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(-c7ccc8ccc9cccc%10ccc7c8c9%10)cc(c4c56)=C4C=C(c5ccc6ccc7cccc8ccc5c6c78)C(=N1)C2C34,Cc1ccccc1,560,,,,4.58,4312.8,,137.3,,1468.318592,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15767,FC(F)(F)C(F)(F)C(F)(F)C1=NC2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)C=C3c4cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)cc(c4c56)=C4C=C(c5ccc(N(c6ccccc6)c6ccccc6)cc5)C(=N1)C2C34,C1CCOC1,594,,,,4.58,4336.7,,155.6,,1640.487389,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15768,FC(F)(F)C(F)(F)C(F)(F)C1=NC2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)C=C3c4cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)cc(c4c56)=C4C=C(c5ccc(N(c6ccccc6)c6ccccc6)cc5)C(=N1)C2C34,Cc1ccccc1,611,,,,4.64,,,,,1640.487389,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15769,FC(F)(F)C(F)(F)C(F)(F)C1=NC2=C(Oc3ccccc3)C=C3c4cc(Oc5ccccc5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(Oc7ccccc7)cc(c4c56)=C4C=C(Oc5ccccc5)C(=N1)C2C34,C1CCOC1,498,523,2.8,0.1,4.68,2349.9,1092.7,58.5,29.9,1036.17305,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15770,FC(F)(F)C(F)(F)C(F)(F)C1=NC2=C(Sc3ccccc3)C=C3c4cc(Sc5ccccc5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(Sc7ccccc7)cc(c4c56)=C4C=C(Sc5ccccc5)C(=N1)C2C34,C1CCOC1,565,606,0.5,0.06,4.58,3014.7,1444.4,96.9,53.1,1100.081676,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15771,CC(C)(C)NC1=CC2=c3cc(NC(C)(C)C)c4nc(C(F)(F)C(F)(F)C(F)(F)F)nc5c(NC(C)(C)C)cc(c3c54)C3=CC(NC(C)(C)C)=C4N=C(C(F)(F)C(F)(F)C(F)(F)F)N=C1C4C32,C1CCOC1,646,666,6.1,0.25,4.78,898.6,796.3,37.5,35.3,952.3621886,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
9,15772,COc1cc(NC2=CC3=c4cc(Nc5cc(OC)cc(OC)c5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(Nc7cc(OC)cc(OC)c7)cc(c4c65)C4=CC(Nc5cc(OC)cc(OC)c5)=C5N=C(C(F)(F)C(F)(F)C(F)(F)F)N=C2C5C43)cc(OC)c1,C1CCOC1,668,,,,4.59,1783.7,,79.9,,1272.321506,10.1002/chem.201301903,https://doi.org/10.1002/chem.201301903
,,,,,,,,,,,,,,,https://doi.org/
10,745,CCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCCCC)C5=O,CN(C)C=O,523,536,4.1,1,4.942653,1978.4,669.5,54.3,19.2,726.4396583,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
10,746,NCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCCCCN)C5=O,CN(C)C=O,523,537,4.1,0.83,,2106.7,829.5,57.8,23.9,756.4614564,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
10,747,CCCCCCCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCCCCCCCCCC)C5=O,CN(C)C=O,525,535,3.8,0.8,4.935003,3360.4,702.9,93.3,20.1,894.6274591,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
10,748,Nc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(N)cc2)C6=O)cc1,CN(C)C=O,537,537,3.8,0.2,,,,,,572.1484551,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
10,749,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(Cl)cc1)c64)C(=O)N(c1ccc(Cl)cc1)C5=O,CN(C)C=O,525,534,4,0.84,4.954995,2036,670.7,56.3,19.1,610.0487124,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
10,750,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN(C)C=O,522,534,3.9,0.2,4.604658,2064.7,653.3,56.4,18.6,574.1164863,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
10,751,CCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)NC5=O,CN(C)C=O,522,535,3,0.8,4.944019,4038.4,918.3,111.3,26.3,558.2518576,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
10,752,NCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)NC5=O,CN(C)C=O,523,534,2.7,0.89,4.672467,2089.1,,57.3,,573.2627566,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
10,753,CCCCCCCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)NC5=O,CN(C)C=O,523,531,3,0.37,4.900913,2458.5,,67.5,,642.345758,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
10,754,Nc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)NC6=O)cc1,CN(C)C=O,524,534,2.9,0.97,4.945469,2016.7,,55.5,,481.106256,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
10,755,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)N(c1ccc(Cl)cc1)C5=O,CN(C)C=O,526,536,3.1,0.98,4.947875,2010.1,903.2,55.8,26,500.0563846,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
10,756,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN(C)C=O,522,530,2.8,0.15,4.610926,3263.2,1068.5,89.6,30,482.0902715,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
10,757,NCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN(C)C=O,525,534,2.7,0.91,4.73496,2310,801.6,63.9,22.9,665.2889713,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
10,758,Nc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(O)cc2)C6=O)cc1,CN(C)C=O,525,537,3.1,0.95,4.720738,2307.7,887.6,63.8,25.6,573.1324707,10.1016/j.dyepig.2005.03.001,https://doi.org/10.1016/j.dyepig.2005.03.001
